Input_Term,Hiscox_COB,Full_Industry_Code,PL,GL,BOP,Cyber,Source
Coffee & Tea Stores,Coffee & Tea Stores,44529900_11101100_00000004,N,N,Y,Y,Master
Collectibles: New Merchandise Only,Collectibles: New Merchandise Only,45322000_11101100_00000003,N,N,Y,Y,Master
"Computer, Equipment & Software Retail","Computer, Equipment & Software Retail",44314200_11101100_00000003,N,N,N,Y,Master
Cookie shop,Cookie shop,72251500_11101100_04000000,N,N,Y,Y,Master
"Cosmetic, Beauty Supply & Perfume Stores","Cosmetic, Beauty Supply & Perfume Stores",44612000_11101100_00000000,N,N,Y,Y,Master
Cutlery & Flatware Stores,Cutlery & Flatware Stores,44229900_11101100_00000005,N,N,Y,Y,Master
"Dairy, Eggs, & Ice Cream Stores","Dairy, Eggs, & Ice Cream Stores",44529900_11101100_00000005,N,N,N,Y,Master
Dance & Figure Skating Apparel Stores,Dance & Figure Skating Apparel Stores,44819000_11101100_00000003,N,N,Y,Y,Master
Drapery Stores,Drapery Stores,44229100_11101100_00000001,N,N,Y,Y,Master
Drug Stores,Drug Stores,44611000_11101100_00000000,N,N,N,N,Master
DVD & Video Stores,DVD & Video Stores,44314200_11101100_00000004,N,N,N,Y,Master
Electronics (Consumer) Stores,Electronics (Consumer) Stores,44314200_11101100_00000005,N,N,N,Y,Master
Fabric Stores,Fabric Stores,45113000_11101100_00000001,N,N,Y,Y,Master
Family Clothing Stores,Family Clothing Stores,44814000_11101100_00000001,N,N,Y,Y,Master
Fish & Seafood Markets,Fish & Seafood Markets,44521000_11101100_00000001,N,N,N,N,Master
Flags & Banners Shops,Flags & Banners Shops,45399800_11101100_00000003,N,N,Y,Y,Master
Floor Covering Stores,Floor Covering Stores,44221000_11101100_00000000,N,N,Y,Y,Master
Florists,Florists,45311000_27102300_00000000,N,Y,Y,Y,Master
Flower (Artificial) Stores,Flower (Artificial) Stores,45399800_11101100_00000004,N,N,Y,Y,Master
Formal Wear & Costume Rental,Formal Wear & Costume Rental,53228100_11101100_00000000,N,N,Y,Y,Master
Framing Shops,Framing Shops,44229900_11101100_00000006,N,N,Y,Y,Master
Fruit & Vegetable Markets,Fruit & Vegetable Markets,44522000_11101100_00000000,N,N,N,Y,Master
Furniture  & Fixture Stores,Furniture  & Fixture Stores,44211000_11101100_00000001,N,N,Y,Y,Master
Furniture (Outdoor) Stores,Furniture (Outdoor) Stores,44211000_11101100_00000002,N,N,Y,Y,Master
General Merchandise Stores,General Merchandise Stores,45231900_11101100_00000001,N,N,Y,Y,Master
"Gift, Greeting Card Novelty, & Souvenirs","Gift, Greeting Card Novelty, & Souvenirs",45322000_11101100_00000004,N,N,Y,Y,Master
Gourmet Food Stores,Gourmet Food Stores,44529900_11101100_00000006,N,N,Y,Y,Master
"Grocery Stores < 15,000 sq ft","Grocery Stores < 15,000 sq ft",44511000_11101100_00000000,N,N,N,N,Master
Hardware Store,Hardware Store,44413000_11101100_00000000,N,N,Y,Y,Master
Hat Stores,Hat Stores,44815000_11101100_00000002,N,N,Y,Y,Master
Health & Personal Care Stores,Health & Personal Care Stores,44619100_11101100_00000000,N,N,Y,Y,Master
Hobby Supply Stores,Hobby Supply Stores,45399800_11101100_00000005,N,N,Y,Y,Master
Home Centers,Home Centers,44411000_11101100_00000000,N,N,N,N,Master
Home furnishing stores,Home furnishing stores,44229900_11101100_00000007,N,Y,Y,Y,Master
Household Appliance Stores,Household Appliance Stores,44314100_11101100_00000002,N,N,N,Y,Master
Jewelry stores,Jewelry stores,44831000_11101100_00000002,N,Y,Y,Y,Master
Kitchen Accessories Stores,Kitchen Accessories Stores,44229900_11101100_00000008,N,N,Y,Y,Master
Knives & Scissors Stores,Knives & Scissors Stores,44229900_11101100_00000009,N,N,Y,Y,Master
Lamps & Lighting Fixtures Stores,Lamps & Lighting Fixtures Stores,44229900_11101100_00000010,N,N,Y,Y,Master
Lawn & Garden Equipment Stores,Lawn & Garden Equipment Stores,44422000_11101100_00000001,N,N,Y,Y,Master
Leather Goods Stores,Leather Goods Stores,44832000_11101100_00000001,N,N,Y,Y,Master
Lingerie Stores,Lingerie Stores,44819000_11101100_00000004,N,N,Y,Y,Master
Luggage Stores,Luggage Stores,44832000_11101100_00000002,N,N,Y,Y,Master
Maternity Shops,Maternity Shops,44812000_11101100_00000001,N,N,Y,Y,Master
Meat & Poultry Markets,Meat & Poultry Markets,44521000_11101100_00000002,N,N,N,N,Master
Men's Clothing Stores,Men's Clothing Stores,44811000_11101100_00000000,N,N,Y,Y,Master
Musical Instrument & Supplies Stores,Musical Instrument & Supplies Stores,45114000_11101100_00000001,N,N,Y,Y,Master
Nursery & Garden Centers - Retail,Nursery & Garden Centers - Retail,44422000_11101100_00000002,N,N,Y,Y,Master
Nuts Shops,Nuts Shops,44529200_11101100_00000002,N,N,N,Y,Master
Office Machinery/Equipment,Office Machinery/Equipment,53242000_11101100_00000000,N,N,Y,Y,Master
Office Supplies & Stationery Stores,Office Supplies & Stationery Stores,45321000_11101100_00000001,N,N,Y,Y,Master
Other Clothing Stores,Other Clothing Stores,44814000_11101100_00000002,N,N,Y,Y,Master
Other stores (with food/drinks),Other stores (with food/drinks),45399800_11101100_00000006,N,Y,Y,Y,Master
Other stores (without food/drinks),Other stores (without food/drinks),45399800_11101100_00000007,N,Y,Y,Y,Master
Paint & Wallpaper Stores,Paint & Wallpaper Stores,44412000_11101100_00000000,N,N,Y,Y,Master
Party Goods Stores,Party Goods Stores,45322000_11101100_00000005,N,N,Y,Y,Master
Piano & Organ Stores,Piano & Organ Stores,45114000_11101100_00000002,N,N,Y,Y,Master
"Piece Goods, Sewing & Needlework Stores","Piece Goods, Sewing & Needlework Stores",45113000_11101100_00000002,N,N,Y,Y,Master
Popcorn Shops,Popcorn Shops,72251500_11101100_09000000,N,N,Y,Y,Master
Pretzel shop,Pretzel shop,72251500_11101100_10000000,N,N,Y,Y,Master
"Record, CD, Music & Tape Stores","Record, CD, Music & Tape Stores",44314200_11101100_00000006,N,N,N,Y,Master
School Supplies Stores,School Supplies Stores,45321000_11101100_00000002,N,N,Y,Y,Master
Scrapbooking Stores,Scrapbooking Stores,45321000_11101100_00000003,N,N,Y,Y,Master
Sewing Machine Stores,Sewing Machine Stores,44311100_11101100_00000000,N,N,N,Y,Master
Shoe Stores,Shoe Stores,44821000_11101100_00000000,N,N,Y,Y,Master
Specialty Food Stores,Specialty Food Stores,45111000_11101100_00000000,N,N,N,Y,Master
Spice Shops,Spice Shops,44529900_11101100_00000007,N,N,N,Y,Master
Sports Apparel & Accessories Stores,Sports Apparel & Accessories Stores,44819000_11101100_00000005,N,N,Y,Y,Master
Stores NOC Food / Drink - High Hazard,Stores NOC Food / Drink - High Hazard,45231900_11101100_00000002,N,N,N,N,Master
Stores NOC Food / Drink - Low Hazard,Stores NOC Food / Drink - Low Hazard,45231900_11101100_00000003,N,N,N,N,Master
Stores NOC Food / Drink - Medium Hazard,Stores NOC Food / Drink - Medium Hazard,45231900_11101100_00000004,N,N,N,N,Master
Stores NOC Other Than Food or Drink - High Hazard,Stores NOC Other Than Food or Drink - High Hazard,45231900_11101100_00000005,N,N,N,N,Master
Stores NOC Other Than Food or Drink - Low Hazard,Stores NOC Other Than Food or Drink - Low Hazard,45231900_11101100_00000006,N,N,N,N,Master
Stores NOC Other Than Food or Drink - Medium Hazard,Stores NOC Other Than Food or Drink - Medium Hazard,45231900_11101100_00000007,N,N,N,N,Master
Sunglass Stores,Sunglass Stores,44613000_11101100_00000000,N,N,Y,Y,Master
Tie Shops,Tie Shops,44815000_11101100_00000003,N,N,Y,Y,Master
Trophy Stores,Trophy Stores,45399800_11101100_00000008,N,N,Y,Y,Master
T-Shirt Stores,T-Shirt Stores,44814000_11101100_00000003,N,N,Y,Y,Master
Uniform Stores,Uniform Stores,44819000_11101100_00000006,N,N,Y,Y,Master
Used Merchandise Stores,Used Merchandise Stores,45331000_11101100_00000000,N,N,N,Y,Master
Vacuum Cleaner Sales & Service,Vacuum Cleaner Sales & Service,44314100_11101100_00000003,N,N,N,Y,Master
Video Tapes & Disc Rental,Video Tapes & Disc Rental,53228200_11101100_00000000,N,N,Y,Y,Master
Watch Stores,Watch Stores,44831000_11101100_00000003,N,N,Y,Y,Master
Wigs & Toupees Stores,Wigs & Toupees Stores,44815000_11101100_00000004,N,N,Y,Y,Master
Window Treatment Stores,Window Treatment Stores,44229100_11101100_00000002,N,N,Y,Y,Master
Women's Clothing Stores,Women's Clothing Stores,44812000_11101100_00000002,N,N,Y,Y,Master
Yarn Stores,Yarn Stores,45113000_11101100_00000003,N,N,Y,Y,Master
Air conditioning systems installation and repair,Air conditioning systems installation and repair,23822000_49902100_01000000,Y,Y,N,Y,Master
Appliance and accessories installation and repair,Appliance and accessories installation and repair,81141200_49909900_00000000,Y,Y,N,Y,Master
Arborist,Arborist,56173000_37301100_03000000,Y,N,N,N,Master
At-risk construction management,At-risk construction management,23622000_15420000_02000000,N,N,N,N,Master
Audio/video installation,Audio/video installation,23821000_49209700_01000000,Y,N,N,N,Master
Bricklaying & tuckpointing,Bricklaying & tuckpointing,23814000_47202100_01000000,Y,N,N,N,Master
Cabling installation,Cabling installation,23821000_49905200_01000000,Y,Y,N,Y,Master
Carpentry (exterior only),Carpentry (exterior only),23835000_47203100_01000200,Y,N,N,N,Master
Carpentry (interior & exterior),Carpentry (interior & exterior),23835000_47203100_01000300,Y,N,N,N,Master
Carpentry (interior only),Carpentry (interior only),23835000_47203100_01000100,Y,Y,N,Y,Master
Carpet laying & removal,Carpet laying & removal,23833000_47204100_00000000,Y,N,N,N,Master
"Carpet, rug, furniture, or upholstery cleaning (customer’s premises only)","Carpet, rug, furniture, or upholstery cleaning (customer’s premises only)",56174000_51601100_00010000,N,Y,N,Y,Master
Chimney construction & maintenance,Chimney construction & maintenance,23814000_47202100_02000000,N,N,N,Y,Master
Clock making and repair,Clock making and repair,81149000_49906400_00000000,N,Y,N,Y,Master
Communication equipment installation (cable/satellite),Communication equipment installation (cable/satellite),23821000_49905200_02000000,Y,Y,N,Y,Master
Concrete contractor,Concrete contractor,23839000_47205100_00000000,N,N,N,N,Master
Counter top installation,Counter top installation,23835000_47204400_00000000,Y,N,N,N,Master
Demolition and excavation,Demolition and excavation,23891000_17940000_01000000,Y,N,N,N,Master
Design-build firms,Design-build firms,23622000_15420000_03000000,N,N,N,N,Master
Dirt developers,Dirt developers,23891000_17940000_02000000,N,N,N,N,Master
Door or window installation and repair,Door or window installation and repair,23835000_47203100_02000300,Y,Y,N,Y,Master
Driveway or sidewalk paving/repaving,Driveway or sidewalk paving/repaving,23899000_47409100_00000000,Y,Y,N,Y,Master
Drywall or wallboard installation and repair (including framing),Drywall or wallboard installation and repair (including framing),23813000_17510000_01000000,Y,N,N,Y,Master
Drywall/wallboard installation & repair (no framing/EIFS/external insulation/structural work),Drywall/wallboard installation & repair (no framing/EIFS/external insulation/structural work),23831000_47208100_01000000,Y,Y,N,Y,Master
Electric vehicle charging station installation,Electric vehicle charging station installation,23821000_47211100_01000400,Y,N,N,N,Master
Electrical work (exterior only),Electrical work (exterior only),23821000_47211100_01000200,Y,N,N,N,Master
Electrical work (interior & exterior),Electrical work (interior & exterior),23821000_47211100_01000300,Y,N,N,N,Master
Electrical work (interior only),Electrical work (interior only),23821000_47211100_01000100,Y,Y,N,Y,Master
Electronics (consumer) install & repair,Electronics (consumer) install & repair,81121100_49909900_00010000,Y,N,N,Y,Master
Exterior finishing & siding (EIFS),Exterior finishing & siding (EIFS),23839000_49909900_03000000,Y,N,N,N,Master
Fence installation and repair,Fence installation and repair,23899000_47403100_00000000,Y,Y,N,Y,Master
Fire system installation & sprinkler services,Fire system installation & sprinkler services,23822000_47215200_00030000,Y,N,N,N,Master
Floor covering installation (including ceramic tile/stone),Floor covering installation (including ceramic tile/stone),23833000_17520000_00000000,Y,N,N,N,Master
Floor covering installation (no ceramic tile/stone),Floor covering installation (no ceramic tile/stone),23833000_47204200_01000000,Y,Y,N,Y,Master
Footwear & leather goods repair,Footwear & leather goods repair,81143000_51604100_00000000,N,N,N,Y,Master
Framing contractor,Framing contractor,23813000_17510000_02000000,Y,N,N,N,Master
Furniture and fixture installation,Furniture and fixture installation,23839000_49909900_01000000,Y,N,N,N,Master
General Contractor - Construction and installation only,General Contractor - Construction and installation only,23622000_15420000_01000000,Y,N,N,N,Master
Glass & glazing contractor/window contractor/glazier,Glass & glazing contractor/window contractor/glazier,23815000_47212100_02000000,Y,N,N,N,Master
Glass installation and repair (no auto work),Glass installation and repair (no auto work),23815000_47212100_01000000,Y,Y,N,Y,Master
Gutter & downspout work,Gutter & downspout work,23817000_47221100_00000000,Y,N,N,N,Master
Handyperson (no roof work),Handyperson (no roof work),23839000_49907100_01000000,N,Y,N,Y,Master
Heating and air conditioning installation and repair (no liquefied petroleum gas (LPG)),Heating and air conditioning installation and repair (no liquefied petroleum gas (LPG)),23822000_49902100_02000000,Y,Y,N,Y,Master
Home appliance installation,Home appliance installation,81121100_49903100_00000000,Y,N,N,Y,Master
Home builders,Home builders,23611700_15310000_00000000,N,N,N,N,Master
Home theater installation,Home theater installation,81121100_49209700_00000000,Y,Y,N,Y,Master
House furnishings installation,House furnishings installation,23839000_49909900_02000000,Y,N,N,N,Master
HVAC contractor,HVAC contractor,23822000_49902100_03000000,Y,N,N,N,Master
Insulation installation,Insulation installation,23817000_17610000_00000000,Y,N,N,N,Master
Interior finishing work,Interior finishing work,23835000_47203100_03000100,Y,Y,N,Y,Master
Irrigation or drainage systems,Irrigation or drainage systems,22131000_37301100_00000000,Y,N,N,N,Master
Key cutting services,Key cutting services,81149000_49909400_00000000,N,N,N,Y,Master
Land grading services,Land grading services,23891000_37301900_00000000,Y,N,N,N,Master
Lighting installation,Lighting installation,23821000_47211100_02000300,Y,N,N,N,Master
Locksmiths,Locksmiths,56162200_49909400_00000000,N,Y,N,Y,Master
Mantel work,Mantel work,23834000_47203100_00000000,Y,N,N,N,Master
Manufacturer,Manufacturer,31000000_39990000_00000000,N,N,N,N,Master
Masonry work,Masonry work,23814000_47205100_00000000,Y,Y,N,Y,Master
Metal fabrication,Metal fabrication,33299900_34990000_01000000,Y,N,N,N,Master
"Millwrights, plant & machinery installation","Millwrights, plant & machinery installation",23829000_17960000_00000000,Y,N,N,N,Master
Mining contractor,Mining contractor,21311500_14810000_00000000,N,N,N,N,Master
Musical instrument tuning & repair - no antiques,Musical instrument tuning & repair - no antiques,81149000_49906300_01000000,N,N,N,Y,Master
Oil & gas subcontractor,Oil & gas subcontractor,21311200_13890000_01000000,N,N,N,N,Master
Painting (exterior) less than 3 stories,Painting (exterior) less than 3 stories,23832000_47214100_00000200,Y,N,N,Y,Master
Painting (interior & exterior) less than 3 stories,Painting (interior & exterior) less than 3 stories,23832000_47214100_00000300,Y,N,N,Y,Master
Painting (interior only),Painting (interior only),23832000_47214100_00000100,Y,Y,N,Y,Master
Paving contractor,Paving contractor,23899000_47409100_01000000,Y,N,N,N,Master
Petroleum contractor,Petroleum contractor,21311200_13890000_02000000,N,N,N,N,Master
Piano tuning,Piano tuning,81149000_49906300_02000000,N,N,N,Y,Master
Plastering or stucco work,Plastering or stucco work,23831000_47208100_02000000,Y,Y,N,Y,Master
Plumbing (commercial or industrial),Plumbing (commercial or industrial),23822000_47215200_00020000,Y,Y,N,Y,Master
Plumbing (residential or domestic),Plumbing (residential or domestic),23822000_47215200_00010000,Y,Y,N,Y,Master
Poured concrete foundation & structure contractor,Poured concrete foundation & structure contractor,23811000_17710000_00000000,N,N,N,N,Master
Real estate developers,Real estate developers,53139000_65310200_00000000,N,N,N,N,Master
Refrigeration system install & repair,Refrigeration system install & repair,81141200_49902100_00000000,Y,N,N,Y,Master
Remediation contractor,Remediation contractor,56291000_17990000_00000000,N,N,N,N,Master
Renovation contractor,Renovation contractor,23611800_15310000_00000000,Y,N,N,N,Master
Roofing contractor,Roofing contractor,23816000_17610000_00000000,Y,N,N,N,Master
Sculptor,Sculptor,71151000_89990100_00000000,Y,N,N,N,Master
Security system installation,Security system installation,56162100_49209800_00000000,Y,Y,N,Y,Master
Sheet metal fabrication,Sheet metal fabrication,33299900_34990000_02000000,Y,N,N, ,Master
Sheet metal work (exterior),Sheet metal work (exterior),23816000_47221100_00000200,Y,N,N,N,Master
Siding installation (< 3 stories),Siding installation (< 3 stories),23817000_47203100_01000000,Y,N,N,N,Master
Sign painting and lettering (exterior only),Sign painting and lettering (exterior only),54189000_51912300_00000200,Y,Y,N,Y,Master
Sign painting and lettering (interior only),Sign painting and lettering (interior only),54189000_51912300_00000100,Y,Y,N,Y,Master
Solar energy installation & repair,Solar energy installation & repair,23821000_47223100_00000000,Y,N,N,N,Master
Solar panel & solar wall installation,Solar panel & solar wall installation,23821000_47223100_01000000,Y,N,N,N,Master
